Date,Open,High,Low,Close,Adj Close,Volume
2020-03-25,76.000000,85.000000,76.000000,81.550003,81.550003,633260
2020-03-26,82.610001,90.559998,82.610001,88.699997,88.699997,1758800
2020-03-27,85.720001,87.449997,82.309998,84.010002,84.010002,1295500
2020-03-30,84.099998,88.720001,83.510002,83.510002,83.510002,446490
2020-03-31,84.300003,85.599998,78.709999,78.709999,78.709999,1294910
2020-04-01,77.709999,78.900002,76.690002,77.070000,77.070000,739830
2020-04-02,79.779999,80.370003,77.129997,78.400002,78.400002,531860
2020-04-03,78.500000,79.000000,73.910004,75.019997,75.019997,643220
2020-04-06,80.010002,81.489998,78.489998,79.519997,79.519997,859770
2020-04-07,83.330002,85.800003,82.019997,82.019997,82.019997,754720
2020-04-08,82.019997,85.449997,81.550003,84.349998,84.349998,507530
2020-04-09,84.599998,87.000000,83.269997,83.269997,83.269997,483000
2020-04-13,83.000000,85.199997,82.949997,83.370003,83.370003,613730
2020-04-14,86.250000,88.400002,86.250000,87.000000,87.000000,471200
2020-04-15,85.500000,88.540001,84.040001,87.349998,87.349998,615850
2020-04-16,88.599998,89.860001,86.099998,86.500000,86.500000,392060
2020-04-17,88.500000,89.949997,86.680000,87.000000,87.000000,213070
2020-04-20,85.639999,89.989998,85.080002,88.849998,88.849998,577110
2020-04-22,89.949997,92.589996,89.750000,91.989998,91.989998,922430
2020-04-23,93.250000,94.400002,89.660004,90.510002,90.510002,1284920
2020-04-24,89.800003,89.800003,80.900002,83.989998,83.989998,2726570
2020-04-27,86.050003,88.529999,85.599998,88.169998,88.169998,760680
2020-04-28,90.419998,92.430000,90.019997,91.500000,91.500000,473470
2020-04-29,93.559998,94.500000,92.269997,94.500000,94.500000,658860
2020-04-30,93.150002,93.470001,89.849998,90.419998,90.419998,836690
2020-05-04,86.150002,88.309998,85.959999,88.010002,88.010002,351980
2020-05-05,88.699997,89.699997,86.800003,86.800003,86.800003,171950
2020-05-06,86.989998,87.900002,85.010002,85.800003,85.800003,405550
2020-05-07,86.510002,88.500000,83.760002,84.000000,84.000000,358940
2020-05-08,85.000000,86.150002,83.239998,84.099998,84.099998,295300
2020-05-11,83.970001,84.949997,82.480003,82.500000,82.500000,478240
2020-05-12,83.000000,84.400002,80.900002,80.900002,80.900002,210510
2020-05-13,81.599998,82.099998,78.389999,78.809998,78.809998,699490
2020-05-14,77.610001,82.010002,77.379997,80.500000,80.500000,708230
2020-05-15,80.000000,81.940002,79.300003,80.000000,80.000000,654720
2020-05-18,82.480003,85.480003,82.389999,85.400002,85.400002,786130
2020-05-19,85.449997,86.930000,84.050003,85.000000,85.000000,563010
2020-05-20,85.099998,87.480003,85.099998,85.120003,85.120003,376780
2020-05-21,86.099998,88.790001,86.099998,88.500000,88.500000,621190
2020-05-22,87.349998,89.599998,86.379997,89.599998,89.599998,228830
2020-05-25,91.800003,92.360001,90.779999,91.620003,91.620003,1370080
2020-05-26,92.510002,94.769997,91.839996,91.900002,91.900002,549570
2020-05-27,93.120003,95.970001,92.790001,95.800003,95.800003,734860
2020-05-28,95.500000,96.419998,94.480003,94.580002,94.580002,439960
2020-05-29,94.010002,95.239998,93.410004,94.650002,94.650002,478330
2020-06-01,94.010002,97.589996,94.010002,96.830002,96.830002,405210
2020-06-02,98.099998,101.489998,98.099998,101.050003,101.050003,996830
2020-06-03,104.010002,105.800003,103.800003,105.199997,105.199997,962040
2020-06-04,104.750000,106.599998,103.500000,105.029999,105.029999,339810
2020-06-05,109.099998,110.360001,107.570000,107.790001,107.790001,1403350
2020-06-08,109.099998,112.980003,109.000000,112.980003,112.980003,1051430
2020-06-09,110.500000,112.220001,108.500000,110.809998,110.809998,227120
2020-06-10,112.000000,113.379997,107.099998,107.099998,107.099998,1361020
2020-06-12,103.199997,105.930000,102.000000,104.250000,104.250000,1991880
2020-06-15,102.000000,105.500000,100.089996,104.500000,104.500000,852990
2020-06-16,108.839996,109.000000,104.239998,104.449997,104.449997,520040
2020-06-17,105.650002,108.070000,104.239998,107.000000,107.000000,504530
2020-06-18,107.000000,109.180000,105.489998,107.410004,107.410004,659470
2020-06-19,109.000000,109.769997,107.800003,108.400002,108.400002,392110
2020-06-22,108.529999,110.000000,108.180000,108.599998,108.599998,521660
2020-06-23,110.349998,111.000000,109.070000,110.330002,110.330002,556590
2020-06-24,109.510002,109.889999,105.580002,107.010002,107.010002,759510
2020-06-25,107.029999,108.639999,106.180000,108.480003,108.480003,404520
2020-06-26,107.400002,108.529999,104.580002,105.449997,105.449997,809420
2020-06-29,105.900002,107.730003,104.150002,107.699997,107.699997,654950
2020-06-30,106.620003,109.500000,105.820000,107.800003,107.800003,1599730
2020-07-01,108.209999,110.910004,108.209999,110.510002,110.510002,651410
2020-07-02,112.199997,113.510002,110.379997,110.379997,110.379997,763440
2020-07-03,110.980003,111.940002,109.680000,111.940002,111.940002,327560
2020-07-06,113.610001,114.570000,113.500000,114.430000,114.430000,547500
2020-07-07,114.290001,114.760002,112.800003,113.250000,113.250000,274770
2020-07-08,114.000000,115.639999,114.000000,115.209999,115.209999,905860
2020-07-09,115.400002,116.169998,114.480003,115.040001,115.040001,190220
2020-07-10,115.599998,117.580002,115.309998,117.400002,117.400002,504930
2020-07-13,118.500000,119.750000,116.000000,116.000000,116.000000,684750
2020-07-14,116.540001,119.349998,114.720001,116.849998,116.849998,654750
2020-07-15,119.400002,119.400002,117.449997,118.059998,118.059998,805540
2020-07-16,117.690002,118.379997,117.010002,118.080002,118.080002,331560
2020-07-17,118.540001,120.510002,118.540001,120.199997,120.199997,896520
2020-07-20,120.209999,122.660004,120.209999,122.400002,122.400002,456750
2020-07-21,123.690002,124.300003,120.080002,121.849998,121.849998,704100
2020-07-22,121.860001,122.620003,120.169998,121.989998,121.989998,330550
2020-07-23,122.250000,122.720001,117.680000,118.330002,118.330002,881220
2020-07-24,116.709999,117.080002,114.239998,117.000000,117.000000,739440
2020-07-27,118.000000,118.910004,116.940002,118.000000,118.000000,689120
2020-07-28,118.000000,118.949997,116.449997,118.650002,118.650002,343400
2020-07-29,119.000000,120.199997,118.699997,119.500000,119.500000,566290
2020-07-30,118.000000,121.010002,117.959999,121.010002,121.010002,310660
2020-07-31,121.010002,121.809998,117.849998,118.000000,118.000000,574700
2020-08-03,119.199997,119.330002,117.099998,117.510002,117.510002,562230
2020-08-04,117.000000,118.440002,114.629997,115.300003,115.300003,971960
2020-08-05,116.180000,118.169998,116.180000,117.300003,117.300003,775380
2020-08-06,117.400002,120.989998,117.250000,119.000000,119.000000,518810
2020-08-07,118.389999,119.320000,116.199997,117.750000,117.750000,750080
2020-08-10,118.000000,118.610001,116.500000,118.099998,118.099998,257370
2020-08-11,118.220001,120.470001,118.220001,118.489998,118.489998,536810
2020-08-12,118.800003,119.650002,115.230003,116.300003,116.300003,558630
2020-08-13,117.410004,118.300003,114.900002,114.900002,114.900002,624860
2020-08-14,115.160004,116.800003,112.410004,116.550003,116.550003,723950
2020-08-17,115.510002,116.980003,112.000000,113.000000,113.000000,1463740
2020-08-18,114.410004,117.199997,114.379997,117.000000,117.000000,405180
2020-08-19,117.000000,117.489998,115.730003,115.910004,115.910004,284260
2020-08-20,114.000000,119.949997,113.510002,117.720001,117.720001,328940
2020-08-21,117.480003,118.720001,116.519997,118.500000,118.500000,413390
2020-08-24,119.500000,119.989998,117.739998,118.349998,118.349998,523170
2020-08-25,118.599998,120.940002,118.220001,119.800003,119.800003,225990
2020-08-26,119.500000,120.500000,115.800003,117.849998,117.849998,296440
2020-08-27,117.830002,118.339996,116.379997,116.699997,116.699997,90960
2020-08-28,117.900002,119.110001,117.199997,118.500000,118.500000,291520
2020-08-31,118.449997,118.910004,116.000000,116.000000,116.000000,158810
2020-09-01,116.050003,119.169998,116.050003,118.989998,118.989998,262910
2020-09-02,119.349998,120.349998,118.760002,120.250000,120.250000,375890
2020-09-03,120.250000,120.730003,116.639999,117.860001,117.860001,186140
2020-09-04,117.910004,118.750000,114.910004,118.300003,118.300003,137220
2020-09-08,117.300003,119.650002,116.400002,118.690002,118.690002,460040
2020-09-09,119.199997,120.230003,118.150002,119.800003,119.800003,90460
2020-09-10,119.800003,119.800003,116.269997,116.290001,116.290001,130880
2020-09-11,116.750000,117.300003,113.400002,114.199997,114.199997,242580
2020-09-14,114.580002,118.269997,114.580002,117.800003,117.800003,339100
2020-09-15,118.900002,119.000000,116.839996,117.699997,117.699997,232630
2020-09-16,118.000000,118.980003,117.790001,117.809998,117.809998,166680
2020-09-17,117.750000,117.989998,116.250000,117.989998,117.989998,108320
2020-09-18,116.699997,117.809998,114.730003,115.000000,115.000000,347030
2020-09-21,113.010002,113.489998,111.680000,113.019997,113.019997,251090
2020-09-22,113.019997,113.989998,112.099998,113.589996,113.589996,382430
2020-09-23,114.000000,114.800003,112.129997,112.400002,112.400002,202090
2020-09-24,112.410004,115.000000,111.809998,113.870003,113.870003,109260
2020-09-25,113.089996,113.750000,112.220001,113.150002,113.150002,364170
2020-09-28,114.489998,115.320000,109.940002,110.309998,110.309998,247690
2020-09-29,110.010002,111.050003,108.849998,108.849998,108.849998,328714
2020-09-30,109.330002,110.879997,109.330002,110.349998,110.349998,134037
2020-10-01,110.510002,113.230003,110.309998,113.000000,113.000000,145906
2020-10-02,113.610001,113.610001,111.010002,111.510002,111.510002,228752
2020-10-05,112.000000,113.250000,111.220001,112.849998,112.849998,318128
2020-10-06,113.500000,114.790001,112.129997,112.550003,112.550003,134308
2020-10-07,113.250000,113.449997,111.360001,112.000000,112.000000,173603
2020-10-08,112.010002,114.320000,112.010002,114.099998,114.099998,119019
2020-10-09,114.099998,116.050003,113.379997,114.419998,114.419998,134223
2020-10-13,114.730003,115.830002,114.040001,114.620003,114.620003,150624
2020-10-14,114.699997,116.209999,114.699997,115.699997,115.699997,256863
2020-10-15,114.949997,116.650002,114.070000,116.290001,116.290001,734987
2020-10-16,116.089996,116.540001,115.400002,115.400002,115.400002,173500
2020-10-19,116.000000,117.860001,115.330002,116.000000,116.000000,570085
2020-10-20,117.000000,117.860001,116.190002,117.500000,117.500000,87007
2020-10-21,117.500000,118.629997,117.110001,117.750000,117.750000,522550
2020-10-22,118.000000,118.500000,117.180000,117.699997,117.699997,186869
2020-10-23,118.150002,118.790001,117.449997,117.750000,117.750000,854106
2020-10-26,117.750000,118.260002,115.510002,116.440002,116.440002,79446
2020-10-27,116.849998,117.290001,115.500000,115.500000,115.500000,43206
2020-10-28,112.029999,113.320000,109.699997,109.699997,109.699997,175102
2020-10-29,109.739998,110.980003,106.820000,110.489998,110.489998,265132
2020-10-30,110.059998,110.489998,107.220001,107.800003,107.800003,239291
2020-11-03,109.949997,111.040001,108.529999,109.980003,109.980003,214175
2020-11-04,110.500000,112.800003,109.860001,112.000000,112.000000,201707
2020-11-05,113.199997,116.440002,113.199997,115.900002,115.900002,385355
2020-11-06,115.290001,118.129997,114.120003,117.510002,117.510002,187832
2020-11-09,120.019997,121.989998,119.610001,120.000000,120.000000,428874
2020-11-10,120.000000,121.400002,119.169998,119.169998,119.169998,256096
2020-11-11,119.169998,119.830002,117.800003,119.000000,119.000000,364184
2020-11-12,118.699997,119.300003,115.300003,115.400002,115.400002,256871
2020-11-13,115.699997,119.849998,115.699997,119.000000,119.000000,185329
2020-11-16,121.000000,121.330002,118.930000,120.879997,120.879997,177422
2020-11-17,120.879997,122.400002,120.339996,121.599998,121.599998,170519
2020-11-18,121.779999,122.940002,120.610001,120.610001,120.610001,162153
2020-11-19,120.599998,122.699997,120.589996,121.860001,121.860001,221960
2020-11-23,123.000000,123.790001,122.309998,123.790001,123.790001,244356
2020-11-24,123.790001,125.620003,122.680000,124.739998,124.739998,278249
2020-11-25,124.750000,126.930000,123.879997,126.900002,126.900002,264693
2020-11-26,126.389999,127.779999,125.610001,127.500000,127.500000,174977
2020-11-27,127.809998,128.729996,127.309998,128.300003,128.300003,120563
2020-11-30,128.199997,129.350006,126.010002,126.699997,126.699997,223333
2020-12-01,127.290001,129.000000,127.290001,129.000000,129.000000,186150
2020-12-02,128.759995,129.759995,128.369995,129.300003,129.300003,122561
2020-12-03,129.990005,132.649994,129.470001,131.300003,131.300003,140777
2020-12-04,132.110001,133.000000,130.880005,131.500000,131.500000,125780
2020-12-07,131.770004,133.000000,130.660004,132.070007,132.070007,226393
2020-12-08,131.899994,132.850006,130.509995,131.830002,131.830002,187984
2020-12-09,131.850006,132.889999,129.979996,130.000000,130.000000,191638
2020-12-10,130.399994,132.539993,128.320007,131.500000,131.500000,396632
2020-12-11,131.490005,133.039993,130.110001,132.300003,132.300003,287939
2020-12-14,132.580002,133.889999,132.250000,132.300003,132.300003,314647
2020-12-15,132.300003,133.639999,132.199997,132.460007,132.460007,369652
2020-12-16,133.130005,134.500000,131.729996,134.399994,134.399994,251217
2020-12-17,135.000000,135.440002,133.529999,133.889999,133.889999,256785
2020-12-18,133.889999,135.350006,133.080002,133.100006,133.100006,367817
2020-12-21,130.000000,132.690002,128.710007,130.970001,130.970001,381714
2020-12-22,131.100006,132.990005,130.020004,130.449997,130.449997,361245
2020-12-23,130.100006,133.029999,130.100006,132.509995,132.509995,706440
2020-12-28,134.100006,134.869995,132.970001,134.000000,134.000000,226384
2020-12-29,135.000000,135.350006,134.149994,135.000000,135.000000,143094
2020-12-30,135.000000,135.949997,134.820007,135.300003,135.300003,339567
